id,is_relevant,sentiment_label,sentiment_score,reason
1pchjq3,True,neutral,0.1,The post specifically discusses the Ray-Ban Meta's capabilities for OCR and translation.
1pcj1bg,True,neutral,0.1,"The post directly compares and seeks feedback on specific smart-glasses brands (Meta, XREAL) for advanced features."
1phzez2,True,neutral,0.1,The post specifically asks for feedback regarding protection for Ray-Ban Meta glasses.
1po3c7v,True,positive,0.6,It discusses growth and mentions specific relevant brands like Ray-Ban Meta and Xiaomi in market segments.
1ppts22,True,positive,0.7,"The post is a review specifically about the Ray-Ban Meta smart glasses, fitting the brand focus."
1pq9sz9,False,neutral,0.0,"The post is a general market report on AI glasses growth, lacking specific brand discussions."
1ptrlx9,True,neutral,0.1,The user is directly comparing Meta Ray-Ban glasses against other options for filming purposes.
1pumwrf,True,positive,0.7,"The post specifically discusses an upgrade to Ray-Ban Meta glasses, a key brand in the topic."
1pumzf0,True,positive,0.7,"The post specifically discusses an upgrade to Ray-Ban Meta glasses, a key brand in the topic."
1pun0t4,True,positive,0.7,"The post specifically discusses an upgrade to Ray-Ban Meta glasses, a key brand in the topic."
1q3w4lu,True,neutral,0.1,"The post specifically discusses developing for Ray-Ban Meta Smart Glasses, comparing it to other platforms."
1qcfogf,True,positive,0.8,The post specifically discusses the Ray-Ban Meta glasses and expresses a positive opinion about the experience.
1qjexba,True,neutral,0.1,The post directly compares Viture and Meta Ray-Ban smart glasses based on price and features.
1quxjog,True,neutral,0.1,"Compares Meta Ray-Ban glasses to Rokid, directly discussing a specific brand's product."
1qv1qg3,True,neutral,0.0,The post specifically asks about the functionality of voice translation on Ray-Ban Meta smart glasses.
1r3nap3,True,neutral,0.1,"Discusses the fit/ergonomics of smart glasses, specifically mentioning Ray-Ban Meta as an example."
1r4ljyv,True,positive,0.6,"The post provides a detailed, positive review of the Ray-Ban Meta smart glasses."
1r5ymct,True,positive,0.6,"The post directly compares the reviewed glasses to Meta Ray-Ban, discussing features and system openness."
1r800yj,True,neutral,0.1,The post specifically discusses the Ray-Ban Meta smart glasses and their purchase/return process.
1rcw6t9,True,neutral,0.1,The post directly compares specific Ray-Ban Meta and Oakley smart-glasses models for purchase advice.
1rerk84,True,neutral,0.1,"Direct comparison between RayNeo and Meta Ray-Ban, detailing features and performance trade-offs."
1rfzhaq,True,neutral,0.1,"The user is asking for buying advice on smart glasses, mentioning the Ray-Ban Meta specifically."
1rhulno,True,positive,0.6,"Compares Rokid AI glasses to Meta Ray-Ban Gen 1, discussing comfort and aesthetics."
1rp7jlx,False,neutral,0.0,"The post discusses 'Mentra Live' and its framework, not the specified brands (Meta, Apple, Google, etc.)."
1rzqxe0,True,neutral,0.0,The post is about an accessory (charging cable) for Ray-Ban Meta smart glasses.
1s3r4e2,True,neutral,0.1,"Compares several display smart glasses, including Meta Ray-Ban, focusing on real-world usability."
1s5323p,True,neutral,0.1,"The post discusses specific smart-glasses brands (Ray-Ban Meta, XREAL, Snap) in the context of filming."
1s90mat,True,positive,0.7,The user explicitly discusses and praises their Meta Ray-Ban glasses while discussing future AI glasses.
1scr7xz,True,neutral,0.1,"Discusses a competitor (Huawei) entering the market alongside Ray-Ban Meta, providing relevant industry context."
1se8uf7,True,positive,0.7,"The post specifically discusses using Ray-Ban Meta glasses for AI interaction, fitting the brand focus."
1sg6ibs,True,neutral,0.1,"The post discusses specific consumer smart-glasses brands (Meta, XREAL) and compares their models."
1sh1gxc,True,neutral,0.1,The post directly asks for opinions on the Meta Ray-Ban smart glasses.
1slg23z,True,neutral,0.0,"The post specifically asks about Ray-Ban Meta glasses and alternatives, directly addressing a brand."
1sow8o9,True,positive,0.7,"The post is a direct review of the Ray-Ban Meta Gen 2, fitting the brand focus."
1ssuhcp,True,neutral,0.1,"Compares several specific smart-glasses brands (Meta, Rokid, RayNeo, etc.) across performance metrics."
1su5zk1,False,neutral,0.0,"The post discusses Everysight Maverick AI, not the specified consumer smart-glasses brands."
1swcxir,True,neutral,0.1,"Compares specific consumer smart-glasses brands (Ray-Ban Meta, Xiaomi) based on real-world use."
1syrxh6,True,positive,0.7,"The post is a direct promotion of an app for Ray-Ban Meta glasses, discussing its functionality."
1t29bg9,True,neutral,0.1,The post specifically mentions Ray-Ban Meta and asks about AI glasses functionality.
1t2ssdt,True,neutral,0.1,"The post compares specific smart-glasses models (Ray-Ban Meta, Xiaomi) regarding recording capabilities."
1hr1ajh,True,neutral,0.1,"Compares Apple Vision Pro and Meta's Ray-Ban Stories, discussing their market performance."
1hv21lk,True,neutral,0.0,"The post mentions Ray-Ban Meta smart glasses in a news context, directly referencing a specific brand."
1i30uis,True,negative,-0.3,The post discusses a specific issue (headaches) related to the Ray-Ban Meta Smart Glasses.
1i3lo2f,True,neutral,0.1,Discusses Ray-Ban Meta and mentions competitors like Xiaomi and Baidu in the context of AI glasses.
1i9atiq,True,negative,-0.3,"The post specifically discusses the performance of Ray-Ban Meta AI glasses, noting functional issues."
1iah9b8,True,neutral,0.0,Directly mentions Apple and Meta Ray-Ban in the context of smart glasses development.
1iaksy3,True,negative,-0.3,"It specifically discusses the Ray-Ban Meta smart glasses, expressing skepticism about their utility."
1idz3nh,True,positive,0.7,"Directly mentions Ray-Ban Meta, a specific consumer smart-glasses brand, and reports positive sales figures."
1ip5ooh,True,positive,0.6,Mentions 'Meta Ray-Ban style' and discusses a new mass-produced AI glasses product.
1ip5p5v,True,positive,0.6,Mentions 'Meta Ray-Ban style' and discusses a new mass-produced AI glasses product.
1iptqq5,True,positive,0.7,The post directly discusses a specific consumer smart-glasses brand (Ray-Ban Meta) and its sales success.
1ir4ebr,True,neutral,0.1,"The post specifically mentions Ray-Ban Meta Smart Glasses, fitting the brand focus."
1itv9ky,True,neutral,0.1,The post heavily discusses Meta's potential future smart/AR glasses and related hardware announcements.
1ixpv6r,True,neutral,0.1,Discusses specific chipsets used in Ray-Ban Meta and Xiaomi AI smart glasses.
1j0pqcp,True,neutral,0.1,"Discusses ecosystem battles involving Meta, Apple, and Google in the context of XR/smart glasses."
1j3xibr,True,neutral,0.1,The post specifically mentions Ray-Ban Meta glasses in the context of AI development.
1j4t2j5,True,neutral,0.1,"The post directly discusses and compares several specific smart-glasses brands (Meta/Ray-Ban, XREAL)."
1j6vagt,True,neutral,0.1,"Discusses usage of specific smart-glasses brands (Meta Ray-Ban, Apple Vision Pro, XReal) in a research context."
1j8h5cc,True,positive,0.7,"The post specifically mentions Meta's Ray-Ban AI glasses, which is a relevant brand discussion."
1j8i96u,True,neutral,0.1,"The title directly discusses Ray-Ban Meta AI Glasses, fitting the brand focus."
1jalft8,True,neutral,0.1,Compares Apple's upcoming feature to existing capabilities of Meta Ray-Ban smart glasses.
1jfn9vy,True,neutral,0.0,Discusses the rollout of Meta AI and its initial exclusion from the Ray-Ban Meta smart glasses.
1jnli8u,True,neutral,0.0,The post specifically discusses a feature/issue related to the Ray-Ban Meta Smart Glasses.
1jtvvjp,True,positive,0.8,The post extensively discusses and reviews the Meta Ray-Ban smart glasses and their AI features.
1jwioep,True,positive,0.8,The post details new AI and translation features rolling out for Ray-Ban Meta glasses.
1jz5gnp,True,positive,0.6,The post discusses the optical architecture and upcoming features of Meta's next-generation AR glasses.
1k64uo2,True,positive,0.8,"The post details new features and rollouts for Ray-Ban Meta smart glasses, which is a core brand of interest."
1kbzxnf,True,negative,-0.5,The post discusses privacy concerns regarding the data collection practices of Ray-Ban Meta glasses.
1khv3e1,True,neutral,0.1,Discusses Apple developing chips to compete with Meta's Ray-Ban smart glasses.
1kiqc72,False,neutral,0.0,"The post discusses Lenovo's new smart glasses, not the specified brands (Meta, Apple, Google, etc.)."
1klfzdv,True,positive,0.7,The post directly mentions a specific consumer smart-glasses brand (Ray-Ban Meta) and its market expansion.
1knqfxs,True,positive,0.7,The post discusses new AI features and accessibility improvements for Ray-Ban Meta glasses.
1l2r5rb,True,positive,0.7,The post specifically mentions and highlights the significant sales increase of Ray-Ban Meta smart glasses.
1l2x3bz,True,neutral,0.1,"Discusses a specific accessory for Ray-Ban Meta glasses, focusing on functionality and cost."
1l5c6aa,False,neutral,0.0,"Discusses RayNeo, but does not compare or discuss the specified brands (Meta, Apple, Google, etc.)."
1l75qiq,True,positive,0.6,"Directly compares Apple's rumored smart glasses against Meta Ray-Ban, focusing on competitive advantages."
1l7652d,True,neutral,0.1,The post specifically discusses the Ray-Ban Meta glasses and asks for user opinions on their value.
1l81pcg,True,neutral,0.1,The post directly discusses the Ray-Ban Meta glasses and whether the discounted price is worth buying.
1l8u1q2,True,positive,0.6,The post directly discusses the Ray-Ban Meta glasses and whether the current price is a good deal.
1lc32lf,True,neutral,0.1,"The post discusses Xiaomi's upcoming AI glasses launch, directly addressing a relevant brand in the smart-glasses market."
1lc34hq,True,neutral,0.1,"The post discusses Xiaomi's entry into the AI glasses market, mentioning a specific brand."
1lckuf2,True,neutral,0.1,Compares Meta and XREAL's diverging strategies for consumer smart glasses.
1le5a3f,True,neutral,0.1,"Discusses Meta's partnership with Oakley and Prada for smart glasses, which is directly relevant."
1le6759,True,positive,0.6,Discusses Meta's planned release of smart glasses under Prada and Oakley brands.
1ljuonj,True,neutral,0.1,"The post discusses the upcoming launch of Xiaomi AI Glasses, directly addressing a key brand in the smart-glasses market."
1losn1r,True,neutral,0.0,The post directly compares Apple's Vision Pro with Snap Spectacles and Ray-Ban Meta.
1ltdwip,True,neutral,0.1,"The user discusses the Meta/Ray-Ban glasses, comparing their sound and battery life."
1lv43vg,True,positive,0.7,The post discusses Meta's investment and strategy surrounding its Ray-Ban Meta smart glasses.
1lx5cu7,True,neutral,0.1,The post discusses multiple upcoming Ray-Ban Meta glasses and Meta's future product line.
1mc0i54,True,positive,0.8,Directly discusses a specific consumer smart-glasses brand (Ray-Ban Meta) and positive sales growth.
1menlpd,True,neutral,0.1,Discusses Ray-Ban Meta sales and Meta's financial performance regarding its smart glasses and VR division.
1mk20fa,True,positive,0.7,The post is entirely focused on upcoming and current Meta and Ray-Ban Meta smart glasses developments.
1moqk4y,True,positive,0.7,The post discusses market share and shipment growth for specific brands like Meta (Ray-Ban Meta) and Xiaomi.
1mssig3,True,neutral,0.1,"Discusses Meta's upcoming smart glasses (Hypernova) and pricing, fitting the brand focus."
1mz4zp2,True,neutral,0.1,"Compares Apple's potential smart glasses against Meta's existing offerings, discussing features and market reception."
1nhrna1,True,positive,0.6,"The post discusses a leak regarding the Meta Ray-Ban Display glasses, indicating interest in the specific brand."
1nicf7e,True,neutral,0.1,Discusses potential feature additions (photochromic lenses) to Ray-Ban Meta glasses.
1nk4x76,True,positive,0.6,The post specifically discusses the Ray-Ban Meta glasses and frames them as a step forward in AR.
1nkpkhg,True,neutral,0.1,"Discusses a software toolkit for Meta's smart glasses, which is directly relevant to the specified brands."
1nlfxh8,True,negative,-0.3,"The user explicitly criticizes the Meta Ray-Ban display and seeks alternatives, indicating dissatisfaction with current options."
1nlilsu,True,negative,-0.3,Discusses a specific feature limitation between Meta's Ray-Ban glasses and Apple's ecosystem.
1nm358y,True,negative,-0.6,The user expresses disappointment regarding the Meta Ray-Ban Display launch delay and seeks alternatives.
1nujrr1,True,positive,0.7,The post specifically mentions purchasing the Meta Ray-Ban Display glasses.
1nx4qw4,True,negative,-0.5,The post criticizes Meta's smart glasses failure while praising a competitor's reliability.
1o089zn,True,neutral,0.1,The post compares RayNeo V3 to Ray-Ban Meta regarding video recording features.
1o0mel0,False,neutral,0.0,"The post focuses entirely on Rokid Glasses, which is not one of the specified brands."
1o0mfb9,False,neutral,0.0,"The post focuses entirely on Rokid Glasses, which is not one of the specified brands."
1o2frkg,False,neutral,0.0,"The post focuses entirely on Rokid, not the specified brands (Meta, Apple, Google, etc.)."
1o6y21y,True,positive,0.6,Discusses market growth and specific brands like Meta and Xreal in the AR smart glasses sector.
1o79n21,True,positive,0.6,The post specifically mentions Ray-Ban Meta in the context of future consumer AR display technology.
1oadni2,True,positive,0.8,"The post directly discusses and reviews the Meta Ray-Ban smart glasses, detailing features."
1ohjw80,False,neutral,0.0,"The post discusses VITURE XR Glasses, which is not one of the specified target brands."
1oiwswj,True,neutral,0.1,Mentions specific brands (Meta Ray-Ban) and relevant technology (waveguides) in a technical discussion.
1oltiyo,False,neutral,0.0,The post discusses LCoS display technology for AR glasses but does not mention any specific consumer brands listed.
1olu55n,False,neutral,0.0,"The post discusses general AR/VR market trends and mentions Meta Quest, but lacks substantive discussion of consumer smart-glasses brands."
1olwncm,True,positive,0.7,"Directly promotes Ray-Ban Meta AI Glasses with a discount, focusing on a specific brand."
1ooj6ay,False,neutral,0.0,"The post is a general industry analysis on XR technology, not discussing specific consumer smart-glasses brands."
1oojbsu,True,positive,0.6,"Compares and discusses specific smart-glasses brands (Xreal, Apple, Meta) regarding features and potential."
1oskm38,True,neutral,0.1,The post directly compares several consumer smart-glasses brands and models.
1owrtyq,True,neutral,0.1,"The post discusses the optical analysis of Meta Ray-Ban Display, a specific brand's product."
1oy859l,True,neutral,0.1,"Mentions Rokid's new AI camera glasses, comparing them to Ray-Ban Meta."
1p0a5q0,True,neutral,0.1,Compares Meta Ray-Ban Display with RayNeo X3 Pro for travel use cases.
1p0dbqe,True,positive,0.6,Mentions Meta Ray-Ban Display as a crucial reference point for LCoS technology in AR glasses.
1p0x6qv,False,neutral,0.0,The post focuses entirely on the RayNeo X3 Pro and does not substantively compare it to the listed brands.
1p3arha,True,neutral,0.1,"Compares Meta Ray-Ban Display and Apple Vision Pro, discussing limitations and future tech."
1p3twq7,True,positive,0.7,Discusses Meta's new engine powering features on Ray-Ban Meta smartglasses.
1p5hd06,True,neutral,0.0,The post specifically discusses a trade-in program for Ray-Ban and Oakley smart glasses.
1p62ukk,True,neutral,0.1,The post discusses Meta's trade-in program for Ray-Ban and Oakley smart glasses.
1p6yph9,True,neutral,0.1,The post directly asks for user experiences regarding specific smart-glasses brands like Ray-Ban Meta and Xreal.
1p7bka7,True,neutral,0.1,"Discusses market trends and future product directions for smart glasses, mentioning Ray-Ban Meta indirectly."
1p7ltyk,True,neutral,0.1,"The post directly compares Meta Ray-Ban with other AR glasses, fitting the brand focus."
1p82ap8,True,neutral,0.1,"The post mentions a competitor (Alibaba Quark) relative to Meta Ray-Ban, fitting the brand comparison criteria."
1p8v6pq,False,neutral,0.0,"The post discusses 'Hallidays AI Glasses' and does not mention any of the specified brands (Meta, Apple, Google, Snap, Xreal, Xiaomi)."
1pa6qds,True,neutral,0.1,It mentions Ray-Ban Meta as a comparison point for a new budget AI glasses line.
1paxuee,True,positive,0.8,The post directly discusses the advanced features and design philosophy of Meta Ray-Ban Display.
1peitz4,True,positive,0.7,"The post discusses the pricing and features of Ray-Ban Meta smart glasses, offering a positive deal recommendation."
1pgjoqf,True,negative,-0.7,The post heavily critiques Meta Quest 3 and compares it unfavorably to Xreal and Meta Ray-Ban.
1pls9pa,True,neutral,0.1,The post directly compares two specific smart-glasses brands (Meta Ray-Ban and RayNeo) seeking user opinions.
1pm5hbe,True,neutral,0.0,The post directly compares two specific smart-glasses brands (Meta Ray-Ban and RayNeo) seeking user opinions.
1pnztlu,True,positive,0.6,It discusses growth trends and specifically names Ray-Ban Meta and Xiaomi in relation to smart glasses market segments.
1q5lntd,True,neutral,0.0,The post specifically discusses a delay in the global rollout of Ray-Ban Meta glasses.
1q5lolu,True,neutral,0.1,The post discusses a specific brand (Meta/Ray-Ban) and its product rollout status.
1q86x8a,True,neutral,0.1,Discusses Meta's Ray-Ban smart glasses and supply chain issues involving a Chinese supplier.
1qaheiu,True,neutral,0.0,"The post specifically mentions Meta Ray-Ban Displays prototypes, directly addressing a key brand in the topic."
1qbg2ts,True,positive,0.6,"Discusses Google, Samsung, and Meta's Ray-Ban Smart Glasses in the context of Android XR."
1qm20zn,True,negative,-0.7,It specifically mentions and discusses the Meta Ray-Ban glasses in a negative context.
1quxfzx,True,neutral,0.1,"Compares Meta Ray-Ban glasses to Rokid, discussing a specific brand comparison."
1qxwspy,True,neutral,0.1,Discusses eye tracking specifically in the context of Ray-Ban Meta and Google's AR offerings.
1qz58no,True,neutral,0.1,The post specifically discusses using Ray-Ban Meta style smart glasses for an elderly relative's assistance.
1r16yyq,True,neutral,0.1,It specifically mentions Ray-Ban Meta smart glasses as an example of traditional smart glasses.
1r7htvc,True,neutral,0.1,Discusses Apple's rumored AR glasses and compares display tech to Meta Ray-Ban.
1r9y7n2,True,positive,0.6,"The post directly discusses Apple, Google, and Ray-Ban Meta in the context of upcoming smart glasses."
1rg9oqr,True,neutral,0.1,Discusses the strategy of using collaborations (like Ray-Ban/Meta) to normalize AR glasses adoption.
1rp7ji2,False,neutral,0.0,"The post discusses 'Mentra Live' and does not substantively compare or discuss the specified brands (Meta, Apple, Google, etc.)."
1rq0qkq,True,neutral,0.1,Discusses Meta's future AR plans and compares them to potential industry competition.
1rvrc37,True,neutral,0.1,"Compares a specific, though unbranded, device to Meta Ray-Ban, fitting the brand focus."
1rzx8gc,True,neutral,0.1,"Compares UI design of Ray-Ban Meta and Xreal Air 2, fitting the brand focus."
1s4lr1m,True,positive,0.6,Directly discusses a specific product launch (Ray-Ban Meta) from a key brand (Meta).
1s8nmen,True,positive,0.8,The post details new prescription-optimized AI glasses from Meta/Ray-Ban Meta.
1se8tz9,True,positive,0.7,"The post specifically discusses using Ray-Ban Meta glasses for AI interaction, fitting the brand focus."
1si13ou,True,positive,0.7,Discusses Snap's upcoming consumer AR glasses and its competitive positioning against Meta and Apple.
1sidng8,True,neutral,0.1,The user mentions Ray-Ban Meta and discusses alternatives for smart glasses within a budget.
1slcqrp,True,neutral,0.1,Compares Meta's Ray-Ban strategy against Snap's and Apple's approach to consumer smart glasses.
1hria8e,True,neutral,0.1,The post is a promotional announcement for a workshop specifically targeting Meta Ray-Ban Glasses users.
1hs00xu,True,neutral,0.1,The post specifically mentions Ray-Ban Meta glasses and seeks service information.
1htnso0,True,neutral,0.1,The post specifically discusses purchasing options for Ray-Ban Meta glasses.
1htps4h,True,negative,-0.8,The post details technical issues with the Meta Ray-Ban smart glasses' communication features.
1hvbyxl,True,neutral,0.1,The post specifically discusses finding third-party lenses for Ray-Ban Meta glasses.
1i0xh8x,True,positive,0.7,It provides a specific workaround and positive comparison regarding Ray-Ban Meta glasses and AI.
1i5cqwb,True,neutral,0.0,Mentions a specific relevant brand (Ray-Ban Meta) in the context of a video.
1i5uzoa,True,positive,0.8,The user provides a positive review and detailed use case for Ray-Ban Meta glasses.
